time,类型,日期,小时,实时电价,1.0模型预测实时电价,2.0模型预测实时电价,日前电价,1.0模型预测日前电价,2.0模型预测日前电价
2026-02-24 13:00:00,星期二,2026-02-24,13.0,295.465,-40.7603,-80.0,-23.5,-15.1997,103.2054
2026-02-24 14:00:00,星期二,2026-02-24,14.0,315.865,-35.1643,-80.0,-62.5,-19.944,84.9314
2026-02-24 15:00:00,星期二,2026-02-24,15.0,321.606,-17.711,-80.0,5.0,-2.2963,110.8661
2026-02-24 16:00:00,星期二,2026-02-24,16.0,355.63,34.3581,177.4129,81.578,62.7241,180.1002
2026-02-24 17:00:00,星期二,2026-02-24,17.0,397.189,366.0679,378.1112,317.25,353.8009,363.4044
2026-02-24 18:00:00,星期二,2026-02-24,18.0,393.498,451.6852,472.3749,425.5,479.2141,483.1673
2026-02-24 19:00:00,星期二,2026-02-24,19.0,374.691,449.6966,471.3826,420.0,480.3003,496.3869
2026-02-24 20:00:00,星期二,2026-02-24,20.0,364.501,432.7729,437.8133,403.788,466.6234,479.2138
2026-02-24 21:00:00,星期二,2026-02-24,21.0,358.905,412.6104,416.0209,400.0,449.9777,456.417
2026-02-24 22:00:00,星期二,2026-02-24,22.0,355.667,406.5928,375.8195,307.91,419.4724,430.5257
2026-02-24 23:00:00,星期二,2026-02-24,23.0,344.743,376.1115,364.4424,350.0,369.8424,387.6439
2026-02-25 00:00:00,星期二,2026-02-24,24.0,325.386,323.6409,344.1793,330.5,336.9101,358.7715
2026-02-25 01:00:00,星期三,2026-02-25,1.0,300.0,188.8688,299.164,311.5,215.1205,269.5366
2026-02-25 02:00:00,星期三,2026-02-25,2.0,290.184,168.3888,316.7697,329.8,215.8847,257.9156
2026-02-25 03:00:00,星期三,2026-02-25,3.0,350.799,209.0047,321.0205,344.62,228.8512,260.7213
2026-02-25 04:00:00,星期三,2026-02-25,4.0,337.472,181.2893,304.9563,315.5,228.6979,260.3842
2026-02-25 05:00:00,星期三,2026-02-25,5.0,339.253,187.532,290.4852,300.5,227.7867,255.375
2026-02-25 06:00:00,星期三,2026-02-25,6.0,318.097,176.9819,296.9004,305.5,233.9686,264.4774
2026-02-25 07:00:00,星期三,2026-02-25,7.0,270.495,170.773,294.668,300.5,204.6218,269.4882
2026-02-25 08:00:00,星期三,2026-02-25,8.0,326.548,185.921,315.6845,348.0,238.422,251.3402
2026-02-25 09:00:00,星期三,2026-02-25,9.0,333.902,148.2995,251.223,254.5,95.6937,144.0803
2026-02-25 10:00:00,星期三,2026-02-25,10.0,194.342,13.0901,119.8968,10.0,-12.2541,53.9007
2026-02-25 11:00:00,星期三,2026-02-25,11.0,-80.0,-20.671,-80.0,36.0,-44.6843,17.7993
2026-02-25 12:00:00,星期三,2026-02-25,12.0,-77.301,-48.6474,-80.0,0.0,-56.8817,-34.1176
2026-02-25 13:00:00,星期三,2026-02-25,13.0,-71.568,-64.2363,-80.0,-50.0,-68.7418,-74.1763
2026-02-25 14:00:00,星期三,2026-02-25,14.0,-80.0,-56.965,-80.0,-50.0,-74.6005,-72.3982
2026-02-25 15:00:00,星期三,2026-02-25,15.0,-80.0,-35.8014,-80.0,-69.0,-59.0975,-24.3071
2026-02-25 16:00:00,星期三,2026-02-25,16.0,4.631,4.2733,138.3987,49.84,-29.1981,54.8682
2026-02-25 17:00:00,星期三,2026-02-25,17.0,400.065,268.416,296.5285,226.35,286.574,275.2003
2026-02-25 18:00:00,星期三,2026-02-25,18.0,453.799,403.6452,440.9284,420.0,431.529,422.4395
2026-02-25 19:00:00,星期三,2026-02-25,19.0,437.858,415.0924,448.5415,400.613,439.3089,461.7432
2026-02-25 20:00:00,星期三,2026-02-25,20.0,429.736,410.4095,431.9496,390.0,431.2722,449.4501
2026-02-25 21:00:00,星期三,2026-02-25,21.0,439.613,402.7042,421.993,380.0,425.7226,438.8498
2026-02-25 22:00:00,星期三,2026-02-25,22.0,444.404,408.3989,428.4012,400.0,420.3347,432.5527
2026-02-25 23:00:00,星期三,2026-02-25,23.0,432.062,400.5157,431.735,425.5,403.0866,413.7714
2026-02-26 00:00:00,星期三,2026-02-25,24.0,429.704,388.3084,436.4085,422.0,391.8051,394.3407
2026-02-26 01:00:00,星期四,2026-02-26,1.0,341.003,381.7645,362.9879,350.0,418.2079,469.0875
2026-02-26 02:00:00,星期四,2026-02-26,2.0,342.267,376.8288,364.6511,350.0,415.6695,459.896
2026-02-26 03:00:00,星期四,2026-02-26,3.0,340.246,375.0916,368.3607,350.0,418.646,461.5564
2026-02-26 04:00:00,星期四,2026-02-26,4.0,341.327,371.6796,366.9328,350.0,409.193,457.8626
2026-02-26 05:00:00,星期四,2026-02-26,5.0,331.001,368.0927,362.2457,345.0,400.0672,439.361
2026-02-26 06:00:00,星期四,2026-02-26,6.0,331.283,358.3598,366.5603,350.0,394.1271,436.5
2026-02-26 07:00:00,星期四,2026-02-26,7.0,318.968,345.6924,352.8203,340.0,395.1145,433.9031
2026-02-26 08:00:00,星期四,2026-02-26,8.0,310.528,376.9383,371.3301,360.0,421.1464,473.0958
2026-02-26 09:00:00,星期四,2026-02-26,9.0,459.065,456.0066,503.2914,386.353,431.8041,472.6746
2026-02-26 10:00:00,星期四,2026-02-26,10.0,382.389,461.0083,536.1144,500.0,446.3231,505.155
2026-02-26 11:00:00,星期四,2026-02-26,11.0,346.277,480.9122,549.3927,500.0,464.9747,551.0016
2026-02-26 12:00:00,星期四,2026-02-26,12.0,342.719,486.9885,531.6036,500.0,461.7813,544.3429
2026-02-26 13:00:00,星期四,2026-02-26,13.0,308.679,425.0705,448.7234,374.5,386.3015,477.9228
2026-02-26 14:00:00,星期四,2026-02-26,14.0,301.585,391.6205,445.1221,373.575,358.1838,439.4752
2026-02-26 15:00:00,星期四,2026-02-26,15.0,292.642,367.1215,425.3946,350.0,328.5507,409.182
2026-02-26 16:00:00,星期四,2026-02-26,16.0,286.241,369.3109,417.0392,345.0,327.9418,374.0792
2026-02-26 17:00:00,星期四,2026-02-26,17.0,284.181,374.0746,368.6386,335.0,404.1687,407.7158
2026-02-26 18:00:00,星期四,2026-02-26,18.0,292.005,389.8821,401.3903,350.0,427.5867,445.0783
2026-02-26 19:00:00,星期四,2026-02-26,19.0,297.507,393.2607,412.4031,350.0,433.0086,452.9571
2026-02-26 20:00:00,星期四,2026-02-26,20.0,294.381,392.2612,406.9957,350.5,428.1284,445.7957
2026-02-26 21:00:00,星期四,2026-02-26,21.0,296.815,390.5045,405.9295,350.0,433.1276,445.6188
2026-02-26 22:00:00,星期四,2026-02-26,22.0,305.752,401.4022,408.0223,355.0,435.0835,445.7563
2026-02-26 23:00:00,星期四,2026-02-26,23.0,296.833,390.5919,396.9371,350.0,409.3266,421.9051
2026-02-27 00:00:00,星期四,2026-02-26,24.0,289.037,373.9004,395.8449,335.0,393.1561,395.2272
2026-02-27 01:00:00,星期五,2026-02-27,1.0,397.887,314.7271,364.6924,371.0,291.7576,265.4886
2026-02-27 02:00:00,星期五,2026-02-27,2.0,406.224,299.5368,366.9333,376.03,289.5586,261.7145
2026-02-27 03:00:00,星期五,2026-02-27,3.0,421.424,319.1738,380.9232,390.0,297.9115,272.1001
2026-02-27 04:00:00,星期五,2026-02-27,4.0,399.074,294.1629,362.691,369.0,294.8103,270.2381
2026-02-27 05:00:00,星期五,2026-02-27,5.0,391.445,286.1429,344.6619,350.375,289.8822,263.1799
2026-02-27 06:00:00,星期五,2026-02-27,6.0,376.083,275.4604,339.9037,347.0,279.0907,264.8677
2026-02-27 07:00:00,星期五,2026-02-27,7.0,350.668,252.1357,314.9174,320.0,263.0126,267.6609
2026-02-27 08:00:00,星期五,2026-02-27,8.0,405.511,273.8333,302.1689,308.265,284.606,266.0033
2026-02-27 09:00:00,星期五,2026-02-27,9.0,458.434,245.5978,274.9635,350.0,225.2781,209.2509
2026-02-27 10:00:00,星期五,2026-02-27,10.0,400.57,97.8353,142.6697,204.4,112.2508,111.6801
2026-02-27 11:00:00,星期五,2026-02-27,11.0,370.791,-3.9567,-80.0,45.0,40.4296,62.0433
2026-02-27 12:00:00,星期五,2026-02-27,12.0,180.721,-38.6333,-80.0,0.0,-12.6598,9.4631
2026-02-27 13:00:00,星期五,2026-02-27,13.0,-25.155,-65.1904,-80.0,-63.75,-38.1507,-57.3155
2026-02-27 14:00:00,星期五,2026-02-27,14.0,-80.0,-38.8549,-80.0,-60.0,-69.0856,-45.6954
2026-02-27 15:00:00,星期五,2026-02-27,15.0,-80.0,-41.1746,-80.0,0.0,-50.7339,-3.2986
2026-02-27 16:00:00,星期五,2026-02-27,16.0,61.323,73.3319,129.5429,107.0,48.5269,74.1583
2026-02-27 17:00:00,星期五,2026-02-27,17.0,383.697,327.567,337.685,314.25,294.8859,241.8333
2026-02-27 18:00:00,星期五,2026-02-27,18.0,418.877,386.5765,421.8444,400.0,400.8489,376.5706
2026-02-27 19:00:00,星期五,2026-02-27,19.0,424.029,397.2107,435.2412,405.5,416.6647,410.5273
2026-02-27 20:00:00,星期五,2026-02-27,20.0,428.721,390.4193,417.4736,404.0,409.782,407.0645
2026-02-27 21:00:00,星期五,2026-02-27,21.0,428.282,387.3323,404.8613,405.0,410.8346,405.3909
2026-02-27 22:00:00,星期五,2026-02-27,22.0,450.879,384.7072,397.0916,400.5,399.112,391.3294
2026-02-27 23:00:00,星期五,2026-02-27,23.0,458.853,368.1471,398.7868,423.35,367.9128,364.4662
2026-02-28 00:00:00,星期五,2026-02-27,24.0,440.081,347.1921,387.6717,400.0,363.1002,335.1537
2026-02-28 01:00:00,星期六,2026-02-28,1.0,317.452,305.2185,341.5388,350.0,346.1272,342.3107
2026-02-28 02:00:00,星期六,2026-02-28,2.0,306.014,289.249,336.7864,350.0,334.089,329.6625
2026-02-28 03:00:00,星期六,2026-02-28,3.0,308.252,291.8423,328.5193,340.0,336.4401,319.3461
2026-02-28 04:00:00,星期六,2026-02-28,4.0,293.499,278.0175,308.3834,323.0,303.4767,308.7957
2026-02-28 05:00:00,星期六,2026-02-28,5.0,285.136,268.3198,285.905,297.0,276.6008,293.2633
2026-02-28 06:00:00,星期六,2026-02-28,6.0,272.298,248.9801,279.2092,294.5,264.3832,279.0717
2026-02-28 07:00:00,星期六,2026-02-28,7.0,225.211,208.626,235.6446,240.0,253.673,270.7596
2026-02-28 08:00:00,星期六,2026-02-28,8.0,284.387,196.0204,274.0659,295.0,248.7776,273.3843
2026-02-28 09:00:00,星期六,2026-02-28,9.0,305.49,226.7183,242.8189,307.258,245.0991,262.0269
2026-02-28 10:00:00,星期六,2026-02-28,10.0,216.062,157.2365,213.5256,300.5,190.2585,221.5835
2026-02-28 11:00:00,星期六,2026-02-28,11.0,-12.455,90.3684,207.4654,250.0,178.9313,215.0306
2026-02-28 12:00:00,星期六,2026-02-28,12.0,31.867,73.6793,176.9117,207.5,159.8963,199.6678
2026-02-28 13:00:00,星期六,2026-02-28,13.0,-80.0,42.9952,155.9555,200.0,116.2656,160.1651
2026-02-28 14:00:00,星期六,2026-02-28,14.0,20.816,90.3492,198.9081,250.0,159.0575,188.6078
2026-02-28 15:00:00,星期六,2026-02-28,15.0,290.152,215.8529,261.979,300.138,225.3347,244.6992
2026-02-28 16:00:00,星期六,2026-02-28,16.0,311.522,295.5176,315.8459,341.5,277.2863,288.9508
2026-02-28 17:00:00,星期六,2026-02-28,17.0,317.803,351.7974,348.531,355.978,394.1246,387.635
2026-02-28 18:00:00,星期六,2026-02-28,18.0,329.436,377.5045,398.5402,399.27,424.208,436.1016
2026-02-28 19:00:00,星期六,2026-02-28,19.0,330.776,380.3538,402.9945,389.375,432.6609,441.7796
2026-02-28 20:00:00,星期六,2026-02-28,20.0,335.954,381.6904,402.0725,400.0,424.6317,439.4853
2026-02-28 21:00:00,星期六,2026-02-28,21.0,348.237,381.3036,391.2558,375.0,423.0166,438.577
2026-02-28 22:00:00,星期六,2026-02-28,22.0,355.985,380.8741,395.8828,380.0,417.0907,423.69
2026-02-28 23:00:00,星期六,2026-02-28,23.0,340.654,369.3586,386.0415,361.625,399.8036,401.9908
2026-03-01 00:00:00,星期六,2026-02-28,24.0,328.661,353.7687,390.8824,359.84,384.0467,372.3344
2026-03-01 01:00:00,星期日,2026-03-01,1.0,319.016,346.2012,334.5873,350.0,372.7454,372.4801
2026-03-01 02:00:00,星期日,2026-03-01,2.0,309.264,331.7947,330.6613,350.0,360.9877,362.4003
2026-03-01 03:00:00,星期日,2026-03-01,3.0,304.4,323.6882,332.5232,350.0,349.065,347.9118
2026-03-01 04:00:00,星期日,2026-03-01,4.0,299.146,313.2184,323.3738,340.0,338.061,342.8159
2026-03-01 05:00:00,星期日,2026-03-01,5.0,298.698,308.2468,313.7179,336.5,326.0705,327.0259
2026-03-01 06:00:00,星期日,2026-03-01,6.0,299.864,292.4831,312.2453,338.0,317.4853,321.1726
2026-03-01 07:00:00,星期日,2026-03-01,7.0,299.221,261.0351,241.195,257.91,301.336,303.399
2026-03-01 08:00:00,星期日,2026-03-01,8.0,320.043,276.6607,330.0861,355.0,312.7342,329.5042
2026-03-01 09:00:00,星期日,2026-03-01,9.0,410.38,295.8858,329.8663,380.0,313.7375,352.5823
2026-03-01 10:00:00,星期日,2026-03-01,10.0,459.359,296.1334,328.2529,380.5,322.4376,363.4398
2026-03-01 11:00:00,星期日,2026-03-01,11.0,864.8,309.8628,331.2487,371.25,340.6313,391.0578
2026-03-01 12:00:00,星期日,2026-03-01,12.0,927.373,307.5429,324.3408,356.65,335.3465,378.1062
2026-03-01 13:00:00,星期日,2026-03-01,13.0,757.494,257.1887,271.1217,306.35,280.7964,317.0083
2026-03-01 14:00:00,星期日,2026-03-01,14.0,909.245,270.4084,289.5877,320.375,286.1136,315.5692
2026-03-01 15:00:00,星期日,2026-03-01,15.0,558.564,265.8969,293.0688,320.0,282.8355,309.1608
2026-03-01 16:00:00,星期日,2026-03-01,16.0,366.369,265.3559,305.9,350.345,258.3773,287.8967
2026-03-01 17:00:00,星期日,2026-03-01,17.0,336.544,312.3282,281.8212,310.0,314.9963,310.1728
2026-03-01 18:00:00,星期日,2026-03-01,18.0,321.416,340.7586,299.5257,326.993,336.2192,330.3358
2026-03-01 19:00:00,星期日,2026-03-01,19.0,331.805,350.1655,323.1105,349.49,375.2855,347.937
2026-03-01 20:00:00,星期日,2026-03-01,20.0,328.573,351.9177,337.0682,364.5,379.1813,357.9763
2026-03-01 21:00:00,星期日,2026-03-01,21.0,327.741,342.0732,314.3813,331.62,363.388,347.6517
2026-03-01 22:00:00,星期日,2026-03-01,22.0,319.313,333.2101,303.6672,330.08,330.1329,324.3877
2026-03-01 23:00:00,星期日,2026-03-01,23.0,308.102,322.6014,279.8759,309.985,306.7031,296.6648
2026-03-02 00:00:00,星期日,2026-03-01,24.0,299.643,305.7965,260.9434,294.0,278.0241,272.2029
2026-03-02 01:00:00,星期一,2026-03-02,1.0,293.039,242.7793,249.1945,256.05,281.623,294.8081
2026-03-02 02:00:00,星期一,2026-03-02,2.0,298.0,238.8042,241.8161,255.5,269.106,271.2189
2026-03-02 03:00:00,星期一,2026-03-02,3.0,299.593,229.9788,129.9096,121.0,247.8839,249.3883
2026-03-02 04:00:00,星期一,2026-03-02,4.0,297.597,213.2098,121.4038,108.625,239.7512,242.2157
2026-03-02 05:00:00,星期一,2026-03-02,5.0,297.875,208.5363,202.5513,209.788,230.5671,232.5411
2026-03-02 06:00:00,星期一,2026-03-02,6.0,293.991,197.4984,203.1626,208.793,237.4293,236.1208
2026-03-02 07:00:00,星期一,2026-03-02,7.0,289.515,221.726,257.2217,240.0,264.3223,264.4826
2026-03-02 08:00:00,星期一,2026-03-02,8.0,312.457,294.2306,331.516,322.375,322.3214,330.3047
2026-03-02 09:00:00,星期一,2026-03-02,9.0,372.25,403.5744,400.1512,408.15,415.6831,495.1199
2026-03-02 10:00:00,星期一,2026-03-02,10.0,342.987,419.0398,402.4613,428.5,419.6198,497.9645
2026-03-02 11:00:00,星期一,2026-03-02,11.0,342.879,434.8887,401.2494,408.188,430.4835,506.732
2026-03-02 12:00:00,星期一,2026-03-02,12.0,394.558,425.9791,389.3875,421.0,420.2735,473.79
2026-03-02 13:00:00,星期一,2026-03-02,13.0,399.402,382.3134,346.8044,362.7,388.7875,422.4518
2026-03-02 14:00:00,星期一,2026-03-02,14.0,461.541,384.8474,361.1548,380.0,379.7124,421.5079
2026-03-02 15:00:00,星期一,2026-03-02,15.0,401.163,388.2281,352.7328,354.0,370.1267,416.9303
2026-03-02 16:00:00,星期一,2026-03-02,16.0,365.493,408.9223,360.7358,350.375,380.38,421.92
2026-03-02 17:00:00,星期一,2026-03-02,17.0,376.331,386.1196,362.6716,390.0,415.8011,427.7888
2026-03-02 18:00:00,星期一,2026-03-02,18.0,387.194,406.1173,402.2624,419.375,445.5962,465.0022
2026-03-02 19:00:00,星期一,2026-03-02,19.0,474.56,420.2519,401.6742,412.5,458.5454,482.5103
2026-03-02 20:00:00,星期一,2026-03-02,20.0,512.791,424.8679,404.0462,415.14,450.0477,481.6283
2026-03-02 21:00:00,星期一,2026-03-02,21.0,525.394,425.903,400.9085,410.5,445.0628,477.1286
2026-03-02 22:00:00,星期一,2026-03-02,22.0,441.597,419.6517,401.101,406.5,432.413,456.9375
2026-03-02 23:00:00,星期一,2026-03-02,23.0,387.048,411.5319,397.012,393.5,421.1267,438.2325
2026-03-03 00:00:00,星期一,2026-03-02,24.0,363.234,399.6642,386.1516,375.5,407.4014,414.7508
2026-03-03 01:00:00,星期二,2026-03-03,1.0,336.537,397.2038,356.9677,340.0,414.3696,406.5388
2026-03-03 02:00:00,星期二,2026-03-03,2.0,332.015,389.3352,356.86,340.0,407.8898,399.24
2026-03-03 03:00:00,星期二,2026-03-03,3.0,326.324,388.223,360.0876,340.0,400.1179,386.5029
2026-03-03 04:00:00,星期二,2026-03-03,4.0,332.995,389.7162,358.4674,340.0,401.9068,391.8124
2026-03-03 05:00:00,星期二,2026-03-03,5.0,330.818,392.4739,366.0597,350.0,403.1652,390.735
2026-03-03 06:00:00,星期二,2026-03-03,6.0,329.527,394.0093,369.3451,350.0,408.53,398.4087
2026-03-03 07:00:00,星期二,2026-03-03,7.0,330.277,396.602,369.662,350.0,409.5107,405.9112
2026-03-03 08:00:00,星期二,2026-03-03,8.0,358.716,409.5575,400.6674,392.5,427.6856,438.3084
2026-03-03 09:00:00,星期二,2026-03-03,9.0,415.752,414.2238,417.2576,396.875,433.5267,432.6823
2026-03-03 10:00:00,星期二,2026-03-03,10.0,399.928,370.1444,375.5521,400.5,390.7071,378.9406
2026-03-03 11:00:00,星期二,2026-03-03,11.0,446.608,342.5217,339.461,366.89,339.0054,344.5849
2026-03-03 12:00:00,星期二,2026-03-03,12.0,496.292,270.5711,293.5903,341.05,278.1681,288.0332
2026-03-03 13:00:00,星期二,2026-03-03,13.0,404.407,197.9139,223.9166,259.5,210.5044,222.3008
2026-03-03 14:00:00,星期二,2026-03-03,14.0,390.013,190.5718,240.9478,266.0,192.9422,211.0579
2026-03-03 15:00:00,星期二,2026-03-03,15.0,380.523,228.1183,272.445,300.0,210.7955,228.486
2026-03-03 16:00:00,星期二,2026-03-03,16.0,352.564,303.9426,319.7791,316.348,261.5583,277.5354
2026-03-03 17:00:00,星期二,2026-03-03,17.0,362.379,383.2666,381.6016,360.0,370.0688,332.7843
2026-03-03 18:00:00,星期二,2026-03-03,18.0,378.26,419.6163,428.3485,392.5,428.0535,410.2528
2026-03-03 19:00:00,星期二,2026-03-03,19.0,395.005,428.6507,429.0629,386.558,444.0788,433.4991
2026-03-03 20:00:00,星期二,2026-03-03,20.0,399.501,423.5865,438.037,412.5,436.9348,429.1926
2026-03-03 21:00:00,星期二,2026-03-03,21.0,404.448,419.2693,432.5869,410.0,438.9772,423.2483
2026-03-03 22:00:00,星期二,2026-03-03,22.0,408.721,413.0236,416.054,380.0,422.6329,407.3359
2026-03-03 23:00:00,星期二,2026-03-03,23.0,461.048,404.1821,401.0852,360.0,409.2158,388.6826
2026-03-04 00:00:00,星期二,2026-03-03,24.0,355.947,377.7844,385.8512,350.27,372.827,348.7677
2026-03-04 01:00:00,星期三,2026-03-04,1.0,331.88,370.3705,348.5274,359.5,355.5559,347.7516
2026-03-04 02:00:00,星期三,2026-03-04,2.0,319.864,356.9494,337.5081,350.0,344.5003,339.6418
2026-03-04 03:00:00,星期三,2026-03-04,3.0,309.312,350.4193,337.3826,350.0,335.2809,330.1391
2026-03-04 04:00:00,星期三,2026-03-04,4.0,306.0,337.7263,333.7097,350.0,332.1207,324.6266
2026-03-04 05:00:00,星期三,2026-03-04,5.0,306.078,335.7504,326.3052,337.75,329.9303,319.0429
2026-03-04 06:00:00,星期三,2026-03-04,6.0,300.496,324.5702,333.2159,350.0,333.4295,322.5214
2026-03-04 07:00:00,星期三,2026-03-04,7.0,301.962,307.2366,309.88,325.683,341.6884,315.0184
2026-03-04 08:00:00,星期三,2026-03-04,8.0,338.949,300.6088,309.3588,332.125,350.4331,316.9106
2026-03-04 09:00:00,星期三,2026-03-04,9.0,758.439,302.6454,307.9546,345.5,284.7625,323.7892
2026-03-04 10:00:00,星期三,2026-03-04,10.0,970.785,205.4368,271.3773,358.5,223.0587,265.6083
2026-03-04 11:00:00,星期三,2026-03-04,11.0,1002.744,217.3106,238.3817,269.125,211.7352,261.0568
2026-03-04 12:00:00,星期三,2026-03-04,12.0,733.559,199.5257,223.7828,260.0,200.24,255.5812
2026-03-04 13:00:00,星期三,2026-03-04,13.0,352.083,144.2466,196.8456,228.013,152.4584,224.1975
2026-03-04 14:00:00,星期三,2026-03-04,14.0,360.94,197.2475,246.2244,270.5,191.6169,251.13
2026-03-04 15:00:00,星期三,2026-03-04,15.0,386.153,242.094,290.3607,338.89,229.3489,286.2317
2026-03-04 16:00:00,星期三,2026-03-04,16.0,403.272,298.7789,332.8973,366.5,288.3778,325.5938
2026-03-04 17:00:00,星期三,2026-03-04,17.0,439.589,369.5735,380.2085,405.05,378.8511,364.4467
2026-03-04 18:00:00,星期三,2026-03-04,18.0,383.01,398.977,401.1664,416.0,414.3413,413.0297
2026-03-04 19:00:00,星期三,2026-03-04,19.0,394.07,397.9241,407.8043,417.548,406.8593,408.2001
2026-03-04 20:00:00,星期三,2026-03-04,20.0,402.489,394.4827,406.164,416.85,400.3832,394.7839
2026-03-04 21:00:00,星期三,2026-03-04,21.0,428.261,393.2372,398.6433,406.04,406.1046,395.5086
2026-03-04 22:00:00,星期三,2026-03-04,22.0,411.617,389.3658,400.297,410.0,395.1909,388.3424
2026-03-04 23:00:00,星期三,2026-03-04,23.0,375.583,384.0743,374.1748,384.9,384.6149,370.5763
2026-03-05 00:00:00,星期三,2026-03-04,24.0,354.601,370.3661,353.3806,365.0,359.9507,343.7096
2026-03-05 01:00:00,星期四,2026-03-05,1.0,355.65,342.6725,309.2628,335.45,370.1903,373.0526
2026-03-05 02:00:00,星期四,2026-03-05,2.0,354.144,336.2297,300.8611,328.0,356.016,364.4796
2026-03-05 03:00:00,星期四,2026-03-05,3.0,351.842,331.5993,297.2594,325.0,346.5716,350.6193
2026-03-05 04:00:00,星期四,2026-03-05,4.0,350.322,330.2308,293.9751,322.0,346.2028,352.7839
2026-03-05 05:00:00,星期四,2026-03-05,5.0,345.404,330.4351,297.4888,325.0,345.3736,349.1441
2026-03-05 06:00:00,星期四,2026-03-05,6.0,345.816,332.8986,313.5881,340.96,348.2185,355.5422
2026-03-05 07:00:00,星期四,2026-03-05,7.0,340.079,347.8627,313.5627,338.925,371.8951,369.8154
2026-03-05 08:00:00,星期四,2026-03-05,8.0,371.835,380.2559,367.0162,381.36,404.7613,415.5372
2026-03-05 09:00:00,星期四,2026-03-05,9.0,929.228,442.1332,497.7834,500.0,480.0963,569.4556
2026-03-05 10:00:00,星期四,2026-03-05,10.0,733.563,450.2328,556.3244,600.0,517.9247,601.4985
2026-03-05 11:00:00,星期四,2026-03-05,11.0,477.221,461.4832,566.8949,600.0,537.0767,632.1782
2026-03-05 12:00:00,星期四,2026-03-05,12.0,405.731,470.0833,553.1623,600.0,541.5493,619.6251
2026-03-05 13:00:00,星期四,2026-03-05,13.0,371.424,437.5213,516.0369,582.5,489.1412,565.4417
2026-03-05 14:00:00,星期四,2026-03-05,14.0,390.364,449.0149,537.7321,582.0,490.578,572.3684
2026-03-05 15:00:00,星期四,2026-03-05,15.0,537.1,424.1108,453.6422,441.25,453.0857,530.7828
2026-03-05 16:00:00,星期四,2026-03-05,16.0,432.092,413.7421,443.7513,426.49,430.684,492.1423
2026-03-05 17:00:00,星期四,2026-03-05,17.0,387.334,397.2565,394.1702,400.0,423.0217,429.9167
2026-03-05 18:00:00,星期四,2026-03-05,18.0,367.508,394.3851,392.4829,400.0,422.6138,428.29
2026-03-05 19:00:00,星期四,2026-03-05,19.0,358.949,394.2677,397.6763,406.78,426.1169,423.8692
2026-03-05 20:00:00,星期四,2026-03-05,20.0,348.515,388.286,390.5014,400.0,402.0963,407.2367
2026-03-05 21:00:00,星期四,2026-03-05,21.0,337.092,371.361,367.8641,393.1,384.7955,385.5173
2026-03-05 22:00:00,星期四,2026-03-05,22.0,316.662,359.7633,347.9994,373.66,367.5606,363.488
2026-03-05 23:00:00,星期四,2026-03-05,23.0,312.645,332.6716,329.3234,371.19,332.7931,331.079
2026-03-06 00:00:00,星期四,2026-03-05,24.0,241.32,313.2622,282.1055,320.0,312.7752,304.2706
2026-03-06 01:00:00,星期五,2026-03-06,1.0,221.536,273.2523,285.5693,300.0,224.4799,259.847
2026-03-06 02:00:00,星期五,2026-03-06,2.0,-16.797,233.0742,255.4489,278.5,176.1276,241.1611
2026-03-06 03:00:00,星期五,2026-03-06,3.0,-58.123,218.4996,240.5413,257.2,160.3826,229.3741
2026-03-06 04:00:00,星期五,2026-03-06,4.0,-80.0,209.9284,224.728,237.71,145.9911,230.3691
2026-03-06 05:00:00,星期五,2026-03-06,5.0,-27.386,213.413,209.067,222.145,147.5245,227.8169
2026-03-06 06:00:00,星期五,2026-03-06,6.0,79.402,205.0359,211.9577,224.365,163.4502,231.3937
2026-03-06 07:00:00,星期五,2026-03-06,7.0,239.556,232.0505,252.8742,272.8,231.2472,241.4803
2026-03-06 08:00:00,星期五,2026-03-06,8.0,422.522,191.7431,281.5253,308.95,242.9723,249.0259
2026-03-06 09:00:00,星期五,2026-03-06,9.0,374.451,209.6294,250.2134,309.95,185.2683,180.0693
2026-03-06 10:00:00,星期五,2026-03-06,10.0,13.967,62.0218,117.8566,150.5,69.6377,91.276
2026-03-06 11:00:00,星期五,2026-03-06,11.0,-80.0,-30.9076,5.4428,0.0,4.4959,38.0263
2026-03-06 12:00:00,星期五,2026-03-06,12.0,-80.0,-44.6216,-21.4039,-22.625,-60.7216,-12.0034
2026-03-06 13:00:00,星期五,2026-03-06,13.0,-80.0,-76.8844,-54.5952,-48.5,-58.9843,-77.914
2026-03-06 14:00:00,星期五,2026-03-06,14.0,-80.0,-58.9094,-21.9517,-31.0,-69.8085,-44.0565
2026-03-06 15:00:00,星期五,2026-03-06,15.0,-80.0,-27.1796,13.7302,-23.01,-35.2692,-2.9867
2026-03-06 16:00:00,星期五,2026-03-06,16.0,-80.0,-1.1626,105.7587,58.763,47.1284,97.9556
2026-03-06 17:00:00,星期五,2026-03-06,17.0,458.826,306.3815,352.6963,391.75,336.3391,281.0008
2026-03-06 18:00:00,星期五,2026-03-06,18.0,580.258,377.2789,473.7886,504.5,436.0661,402.9404
2026-03-06 19:00:00,星期五,2026-03-06,19.0,593.862,393.5687,475.5089,498.5,451.1089,429.7131
2026-03-06 20:00:00,星期五,2026-03-06,20.0,549.63,386.5782,476.924,505.125,439.3272,419.2393
2026-03-06 21:00:00,星期五,2026-03-06,21.0,567.634,388.7844,462.1194,487.625,438.5724,414.3182
