task,target_day,business_day,business_period,ds,hour_business,period,y_true,actual_available_at,source_file
dayahead,2026-08-04,2026-08-04,22,2026-08-04 05:30:00,6,1_32,546.31,2026-09-19T06:34:53.854728+00:00,/root/rivermind-data/electricity_forecast_model2.5/data/96/authoritative/pmos_96_全量.csv
dayahead,2026-08-03,2026-08-03,74,2026-08-03 18:30:00,19,65_96,1500.0,2026-09-19T06:34:53.854728+00:00,/root/rivermind-data/electricity_forecast_model2.5/data/96/authoritative/pmos_96_全量.csv
dayahead,2026-08-04,2026-08-04,17,2026-08-04 04:15:00,5,1_32,541.0,2026-09-19T06:34:53.854728+00:00,/root/rivermind-data/electricity_forecast_model2.5/data/96/authoritative/pmos_96_全量.csv
dayahead,2026-08-04,2026-08-04,2,2026-08-04 00:30:00,1,1_32,559.33,2026-09-19T06:34:53.854728+00:00,/root/rivermind-data/electricity_forecast_model2.5/data/96/authoritative/pmos_96_全量.csv
dayahead,2026-08-03,2026-08-03,88,2026-08-03 22:00:00,22,65_96,1500.0,2026-09-19T06:34:53.854728+00:00,/root/rivermind-data/electricity_forecast_model2.5/data/96/authoritative/pmos_96_全量.csv
dayahead,2026-08-04,2026-08-04,3,2026-08-04 00:45:00,1,1_32,557.49,2026-09-19T06:34:53.854728+00:00,/root/rivermind-data/electricity_forecast_model2.5/data/96/authoritative/pmos_96_全量.csv
dayahead,2026-08-03,2026-08-03,19,2026-08-03 04:45:00,5,1_32,500.19,2026-09-19T06:34:53.854728+00:00,/root/rivermind-data/electricity_forecast_model2.5/data/96/authoritative/pmos_96_全量.csv
dayahead,2026-08-04,2026-08-04,96,2026-08-05 00:00:00,24,65_96,564.62,2026-09-19T06:34:53.854728+00:00,/root/rivermind-data/electricity_forecast_model2.5/data/96/authoritative/pmos_96_全量.csv
dayahead,2026-08-03,2026-08-03,31,2026-08-03 07:45:00,8,1_32,395.39,2026-09-19T06:34:53.854728+00:00,/root/rivermind-data/electricity_forecast_model2.5/data/96/authoritative/pmos_96_全量.csv
dayahead,2026-08-04,2026-08-04,6,2026-08-04 01:30:00,2,1_32,1300.71,2026-09-19T06:34:53.854728+00:00,/root/rivermind-data/electricity_forecast_model2.5/data/96/authoritative/pmos_96_全量.csv
dayahead,2026-08-04,2026-08-04,72,2026-08-04 18:00:00,18,65_96,1500.0,2026-09-19T06:34:53.854728+00:00,/root/rivermind-data/electricity_forecast_model2.5/data/96/authoritative/pmos_96_全量.csv
dayahead,2026-08-04,2026-08-04,11,2026-08-04 02:45:00,3,1_32,555.52,2026-09-19T06:34:53.854728+00:00,/root/rivermind-data/electricity_forecast_model2.5/data/96/authoritative/pmos_96_全量.csv
dayahead,2026-08-13,2026-08-13,80,2026-08-13 20:00:00,20,65_96,377.0,2026-09-19T06:34:53.854728+00:00,/root/rivermind-data/electricity_forecast_model2.5/data/96/authoritative/pmos_96_全量.csv
dayahead,2026-08-03,2026-08-03,54,2026-08-03 13:30:00,14,33_64,414.72,2026-09-19T06:34:53.854728+00:00,/root/rivermind-data/electricity_forecast_model2.5/data/96/authoritative/pmos_96_全量.csv
